date,education
2016-04-03,15
2016-04-04,26
2016-04-05,26
2016-04-06,26
2016-04-07,26
2016-04-08,22
2016-04-09,15
2016-04-10,16
2016-04-11,26
2016-04-12,27
2016-04-13,28
2016-04-14,27
2016-04-15,24
2016-04-16,13
2016-04-17,15
2016-04-18,25
2016-04-19,26
2016-04-20,25
2016-04-21,24
2016-04-22,21
2016-04-23,11
2016-04-24,14
2016-04-25,25
2016-04-26,27
2016-04-27,27
2016-04-28,26
2016-04-29,21
2016-04-30,13
2016-05-01,13
2016-05-02,27
2016-05-03,28
2016-05-04,26
2016-05-05,26
2016-05-06,22
2016-05-07,11
2016-05-08,13
2016-05-09,26
2016-05-10,27
2016-05-11,25
2016-05-12,24
2016-05-13,21
2016-05-14,12
2016-05-15,12
2016-05-16,24
2016-05-17,25
2016-05-18,22
2016-05-19,23
2016-05-20,20
2016-05-21,10
2016-05-22,11
2016-05-23,22
2016-05-24,23
2016-05-25,21
2016-05-26,21
2016-05-27,17
2016-05-28,9
2016-05-29,8
2016-05-30,10
2016-05-31,20
2016-06-01,21
2016-06-02,19
2016-06-03,19
2016-06-04,11
2016-06-05,12
2016-06-06,20
2016-06-07,21
2016-06-08,20
2016-06-09,20
2016-06-10,16
2016-06-11,10
2016-06-12,10
2016-06-13,18
2016-06-14,19
2016-06-15,19
2016-06-16,18
2016-06-17,16
2016-06-18,9
2016-06-19,9
2016-06-20,17
2016-06-21,18
2016-06-22,18
2016-06-23,17
2016-06-24,15
2016-06-25,9
2016-06-26,9
2016-06-27,18
2016-06-28,18
2016-06-29,17
2016-06-30,17
2016-07-01,13
2016-07-02,9
2016-07-03,9
2016-07-04,9
2016-07-05,16
2016-07-06,18
2016-07-07,17
2016-07-08,15
2016-07-09,10
2016-07-10,9
2016-07-11,17
2016-07-12,18
2016-07-13,18
2016-07-14,17
2016-07-15,16
2016-07-16,9
2016-07-17,10
2016-07-18,18
2016-07-19,20
2016-07-20,19
2016-07-21,18
2016-07-22,16
2016-07-23,8
2016-07-24,10
2016-07-25,18
2016-07-26,18
2016-07-27,19
2016-07-28,18
2016-07-29,16
2016-07-30,9
2016-07-31,10
2016-08-01,18
2016-08-02,19
2016-08-03,20
2016-08-04,20
2016-08-05,17
2016-08-06,10
2016-08-07,10
2016-08-08,19
2016-08-09,20
2016-08-10,19
2016-08-11,19
2016-08-12,18
2016-08-13,9
2016-08-14,10
2016-08-15,19
2016-08-16,21
2016-08-17,20
2016-08-18,20
2016-08-19,19
2016-08-20,10
2016-08-21,11
2016-08-22,23
2016-08-23,25
2016-08-24,23
2016-08-25,23
2016-08-26,21
2016-08-27,12
2016-08-28,12
2016-08-29,23
2016-08-30,24
2016-08-31,25
2016-09-01,24
2016-09-02,20
2016-09-03,11
2016-09-04,11
2016-09-05,15
2016-09-06,27
2016-09-07,27
2016-09-08,26
2016-09-09,23
2016-09-10,12
2016-09-11,14
2016-09-12,25
2016-09-13,27
2016-09-14,26
2016-09-15,26
2016-09-16,23
2016-09-17,11
2016-09-18,13
2016-09-19,25
2016-09-20,25
2016-09-21,25
2016-09-22,26
2016-09-23,21
2016-09-24,11
2016-09-25,13
2016-09-26,24
2016-09-27,26
2016-09-28,25
2016-09-29,25
2016-09-30,23
2016-10-01,11
2016-10-02,13
2016-10-03,23
2016-10-04,25
2016-10-05,24
2016-10-06,23
2016-10-07,20
2016-10-08,11
2016-10-09,12
2016-10-10,21
2016-10-11,24
2016-10-12,24
2016-10-13,23
2016-10-14,22
2016-10-15,11
2016-10-16,13
2016-10-17,25
2016-10-18,25
2016-10-19,26
2016-10-20,25
2016-10-21,21
2016-10-22,12
2016-10-23,13
2016-10-24,25
2016-10-25,26
2016-10-26,25
2016-10-27,25
2016-10-28,21
2016-10-29,10
2016-10-30,13
2016-10-31,23
2016-11-01,25
2016-11-02,27
2016-11-03,25
2016-11-04,23
2016-11-05,13
2016-11-06,15
2016-11-07,26
2016-11-08,28
2016-11-09,25
2016-11-10,27
2016-11-11,21
2016-11-12,13
2016-11-13,14
2016-11-14,26
2016-11-15,27
2016-11-16,26
2016-11-17,26
2016-11-18,21
2016-11-19,11
2016-11-20,13
2016-11-21,21
2016-11-22,20
2016-11-23,17
2016-11-24,12
2016-11-25,10
2016-11-26,12
2016-11-27,14
2016-11-28,24
2016-11-29,27
2016-11-30,28
2016-12-01,25
2016-12-02,21
2016-12-03,13
2016-12-04,13
2016-12-05,24
2016-12-06,25
2016-12-07,24
2016-12-08,24
2016-12-09,20
2016-12-10,10
2016-12-11,12
2016-12-12,21
2016-12-13,23
2016-12-14,21
2016-12-15,20
2016-12-16,18
2016-12-17,8
2016-12-18,9
2016-12-19,16
2016-12-20,16
2016-12-21,15
2016-12-22,13
2016-12-23,9
2016-12-24,7
2016-12-25,6
2016-12-26,7
2016-12-27,10
2016-12-28,11
2016-12-29,12
2016-12-30,10
2016-12-31,7
2017-01-01,7
2017-01-02,13
2017-01-03,20
2017-01-04,22
2017-01-05,22
2017-01-06,20
2017-01-07,10
2017-01-08,11
2017-01-09,22
2017-01-10,25
2017-01-11,25
2017-01-12,25
2017-01-13,21
2017-01-14,11
2017-01-15,11
2017-01-16,16
2017-01-17,26
2017-01-18,33
2017-01-19,36
2017-01-20,30
2017-01-21,18
2017-01-22,18
2017-01-23,28
2017-01-24,30
2017-01-25,27
2017-01-26,28
2017-01-27,25
2017-01-28,14
2017-01-29,15
2017-01-30,26
2017-01-31,31
2017-02-01,31
2017-02-02,29
2017-02-03,26
2017-02-04,15
2017-02-05,15
2017-02-06,25
2017-02-07,43
2017-02-08,40
2017-02-09,31
2017-02-10,26
2017-02-11,16
2017-02-12,16
2017-02-13,26
2017-02-14,24
2017-02-15,27
2017-02-16,26
2017-02-17,22
2017-02-18,13
2017-02-19,14
2017-02-20,20
2017-02-21,26
2017-02-22,26
2017-02-23,26
2017-02-24,24
2017-02-25,13
2017-02-26,15
2017-02-27,25
2017-02-28,27
2017-03-01,27
2017-03-02,26
2017-03-03,23
2017-03-04,13
2017-03-05,15
2017-03-06,25
2017-03-07,27
2017-03-08,27
2017-03-09,27
2017-03-10,24
2017-03-11,13
2017-03-12,14
2017-03-13,24
2017-03-14,23
2017-03-15,23
2017-03-16,24
2017-03-17,20
2017-03-18,12
2017-03-19,13
2017-03-20,25
2017-03-21,25
2017-03-22,26
2017-03-23,24
2017-03-24,21
2017-03-25,12
2017-03-26,14
2017-03-27,24
2017-03-28,26
2017-03-29,26
2017-03-30,24
2017-03-31,22
2017-04-01,13
2017-04-02,14
2017-04-03,25
2017-04-04,27
2017-04-05,26
2017-04-06,25
2017-04-07,22
2017-04-08,13
2017-04-09,13
2017-04-10,24
2017-04-11,24
2017-04-12,25
2017-04-13,22
2017-04-14,17
2017-04-15,10
2017-04-16,11
2017-04-17,22
2017-04-18,25
2017-04-19,25
2017-04-20,24
2017-04-21,21
2017-04-22,12
2017-04-23,14
2017-04-24,25
2017-04-25,27
2017-04-26,26
2017-04-27,25
2017-04-28,21
2017-04-29,11
2017-04-30,14
2017-05-01,25
2017-05-02,26
2017-05-03,27
2017-05-04,25
